dice,iou,sensitivity,tp,fp,fn,case,slice,score,prompt,gt_voxels,pred_voxels
0.0,0.0,0.0,0,405,118,BraTS2021_00002,33,0.002264939248561859,brain tumor,118,405
0.0,0.0,0.0,0,226,305,BraTS2021_00002,34,0.00019465645891614258,brain tumor,305,226
0.0,0.0,0.0,0,310,260,BraTS2021_00002,35,0.0001304065517615527,brain tumor,260,310
0.0,0.0,0.0,0,341,299,BraTS2021_00002,36,7.119963993318379e-05,brain tumor,299,341
0.0,0.0,0.0,0,470,276,BraTS2021_00002,37,2.9884144169045612e-05,brain tumor,276,470
0.0,0.0,0.0,0,587,303,BraTS2021_00002,38,3.220123835490085e-05,brain tumor,303,587
0.0,0.0,0.0,0,1645,282,BraTS2021_00002,39,0.00021067095804028213,brain tumor,282,1645
0.0,0.0,0.0,0,694,270,BraTS2021_00002,40,6.0240414313739166e-05,brain tumor,270,694
0.0,0.0,0.0,0,1600,400,BraTS2021_00002,41,0.00025120144709944725,brain tumor,400,1600
0.0,0.0,0.0,0,1486,456,BraTS2021_00002,42,0.00012636181781999767,brain tumor,456,1486
0.0,0.0,0.0,0,1442,588,BraTS2021_00002,43,0.001489504356868565,brain tumor,588,1442
0.0,0.0,0.0,0,2346,595,BraTS2021_00002,44,0.0011880164965987206,brain tumor,595,2346
0.0,0.0,0.0,0,2568,645,BraTS2021_00002,45,3.460809602984227e-05,brain tumor,645,2568
0.0,0.0,0.0,0,3079,685,BraTS2021_00002,46,0.0001693643571343273,brain tumor,685,3079
0.03094869658374003,0.015717567404183293,0.19287833827893175,130,7597,544,BraTS2021_00002,47,5.501665873453021e-05,brain tumor,674,7727
0.0,0.0,0.0,0,6755,697,BraTS2021_00002,48,0.00014308909885585308,brain tumor,697,6755
0.0,0.0,0.0,0,2377,723,BraTS2021_00002,49,0.003552107373252511,brain tumor,723,2377
0.0,0.0,0.0,0,2397,801,BraTS2021_00002,50,0.0008171305526047945,brain tumor,801,2397
0.0,0.0,0.0,0,2218,760,BraTS2021_00002,51,0.000305819179629907,brain tumor,760,2218
0.34870848708487084,0.2111731843575419,0.24934036939313983,189,137,569,BraTS2021_00002,52,0.0012039318680763245,brain tumor,758,326
0.17604912998976457,0.09652076318742986,0.11829436038514443,86,164,641,BraTS2021_00002,53,0.003400394693017006,brain tumor,727,250
0.006726457399103139,0.003374578177727784,0.0039011703511053317,3,120,766,BraTS2021_00002,54,0.008815387263894081,brain tumor,769,123
0.011235955056179775,0.005649717514124294,0.0062724014336917565,7,123,1109,BraTS2021_00002,55,0.005097405519336462,brain tumor,1116,130
0.0,0.0,0.0,0,104,1161,BraTS2021_00002,56,0.0036649375688284636,brain tumor,1161,104
